CountyID,Day,CompWL,CountWL,site_serial
GRV-3342,4/8/2017 0:00:00,46.374288954,24,9100399
GRV-3342,4/9/2017 0:00:00,46.382693265,24,9100399
GRV-3342,4/10/2017 0:00:00,46.396941193,24,9100399
GRV-3342,4/11/2017 0:00:00,46.393115573,24,9100399
GRV-3342,4/12/2017 0:00:00,46.399447297,24,9100399
GRV-3342,4/13/2017 0:00:00,46.417676946,24,9100399
GRV-3342,4/14/2017 0:00:00,46.423050584,24,9100399
GRV-3342,4/15/2017 0:00:00,46.438051444,24,9100399
GRV-3342,4/16/2017 0:00:00,46.427685034,24,9100399
GRV-3342,4/17/2017 0:00:00,46.416184589,24,9100399
GRV-3342,4/18/2017 0:00:00,46.468773209,24,9100399
GRV-3342,4/19/2017 0:00:00,46.478968114,24,9100399
GRV-3342,4/20/2017 0:00:00,46.449471647,24,9100399
GRV-3342,4/21/2017 0:00:00,46.428506947,24,9100399
GRV-3342,4/22/2017 0:00:00,46.441073192,24,9100399
GRV-3342,4/23/2017 0:00:00,46.472956992,24,9100399
GRV-3342,4/24/2017 0:00:00,46.432354669,24,9100399
GRV-3342,4/25/2017 0:00:00,46.431871371,24,9100399
GRV-3342,4/26/2017 0:00:00,46.495419789,24,9100399
GRV-3342,4/27/2017 0:00:00,46.507981247,24,9100399
GRV-3342,4/28/2017 0:00:00,46.544496871,24,9100399
GRV-3342,4/29/2017 0:00:00,46.553210451,24,9100399
GRV-3342,4/30/2017 0:00:00,46.536950867,24,9100399
GRV-3342,5/1/2017 0:00:00,46.485357877,24,9100399
GRV-3342,5/2/2017 0:00:00,46.514836314,24,9100399
GRV-3342,5/3/2017 0:00:00,46.551887706,24,9100399
GRV-3342,5/4/2017 0:00:00,46.515610106,24,9100399
GRV-3342,5/5/2017 0:00:00,46.432792176,24,9100399
GRV-3342,5/6/2017 0:00:00,46.510998936,24,9100399
GRV-3342,5/7/2017 0:00:00,46.570911643,24,9100399
GRV-3342,5/8/2017 0:00:00,46.573601147,24,9100399
GRV-3342,5/9/2017 0:00:00,46.550619056,24,9100399
GRV-3342,5/10/2017 0:00:00,46.556275597,24,9100399
GRV-3342,5/11/2017 0:00:00,46.538648655,24,9100399
GRV-3342,5/12/2017 0:00:00,46.536571352,24,9100399
GRV-3342,5/13/2017 0:00:00,46.532724425,24,9100399
GRV-3342,5/14/2017 0:00:00,46.571814052,24,9100399
GRV-3342,5/15/2017 0:00:00,46.568319083,24,9100399
GRV-3342,5/16/2017 0:00:00,46.580136730,24,9100399
GRV-3342,5/17/2017 0:00:00,46.578029185,24,9100399
GRV-3342,5/18/2017 0:00:00,46.577039663,24,9100399
